Timestamp,Year,Cycle,Event
2024-07-09 02:15:37,0,1,New character born: Skidibidip (toon0026) (Skibidi) - Parents: Skibopdop (toon0012) and Skibididap (toon0001)
2024-07-09 02:15:37,0,1,New character born: Plingber (toon0027) (Morfigo) - Parents: Dernplogs (toon0016) and Blixber (toon0021)
2024-07-09 02:15:37,0,1,New character born: Noffipop (toon0028) (Noffinoffs) - Parents: Chucklenip (toon0024) and Noffiswiggle (toon0003)
2024-07-09 02:15:37,0,1,New character born: Poputtek (toon0029) (Poputah) - Parents: Putobot (toon0025) and Mekput (toon0022)
2024-07-09 02:15:37,0,2,New character born: Skibiddyde (toon0030) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:37,0,2,New character born: Tekhard (toon0031) (Poputah) - Parents: Cybtah (toon0002) and Poputtek (toon0008)
2024-07-09 02:15:37,0,2,New character born: Skibadiddle (toon0032) (Skibidi) - Parents: Skibopdop (toon0012) and Skibididap (toon0001)
2024-07-09 02:15:38,0,3,New character born: Noffihops (toon0033) (Noffinoffs) - Parents: Noffiswiggle (toon0003) and Chucklenip (toon0024)
2024-07-09 02:15:38,0,3,New character born: Sexshadow (toon0034) (Konforme) - Parents: Emoblaze (toon0004) and Shadowfury (toon0019)
2024-07-09 02:15:38,0,3,New character born: Grimbane (toon0035) (Konforme) - Parents: Shadowbane (toon0005) and Metalwhisper (toon0014)
2024-07-09 02:15:38,0,3,New character born: Hardmek (toon0036) (Poputah) - Parents: Poputtek (toon0008) and Cybtah (toon0002)
2024-07-09 02:15:38,0,3,New character born: Derpling (toon0037) (Morfigo) - Parents: Dernplogs (toon0016) and Blixber (toon0021)
2024-07-09 02:15:38,0,4,New character born: Skibadiddle (toon0038) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:38,0,4,New character born: Noffiwiggle (toon0039) (Noffinoffs) - Parents: Noffiswiggle (toon0003) and Chucklenip (toon0024)
2024-07-09 02:15:38,0,4,New character born: Skibididap (toon0040) (Skibidi) - Parents: Skibopdop (toon0012) and Skibididap (toon0001)
2024-07-09 02:15:38,0,4,New character born: Emoglare (toon0041) (Konforme) - Parents: Metalwhisper (toon0014) and Shadowbane (toon0005)
2024-07-09 02:15:38,0,4,New character born: Robitah (toon0042) (Poputah) - Parents: Mekput (toon0022) and Putobot (toon0025)
2024-07-09 02:15:38,0,4,New character born: Skibidop (toon0043) (Skibidi) - Parents: Skibberdap (toon0023) and Skibidoop (toon0011)
2024-07-09 02:15:38,0,5,New character born: Skibopdoo (toon0044) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:38,0,5,New character born: Poput (toon0045) (Poputah) - Parents: Cybtah (toon0002) and Poputtek (toon0008)
2024-07-09 02:15:38,0,5,New character born: Skibs (toon0046) (Skibidi) - Parents: Skibbitybop (toon0015) and Skibberdoodle (toon0017)
2024-07-09 02:15:38,0,6,New character born: Emoshade (toon0047) (Konforme) - Parents: Emoblaze (toon0004) and Shadowfury (toon0019)
2024-07-09 02:15:38,0,6,New character born: Tekpot (toon0048) (Poputah) - Parents: Poputtek (toon0008) and Cybtah (toon0002)
2024-07-09 02:15:38,0,6,New character born: Hardpop (toon0049) (Poputah) - Parents: Mekput (toon0022) and Putobot (toon0025)
2024-07-09 02:15:38,0,6,New character born: Botput (toon0050) (Poputah) - Parents: Putobot (toon0025) and Mekput (toon0022)
2024-07-09 02:15:38,0,7,New character born: Tektah (toon0051) (Poputah) - Parents: Cybtah (toon0002) and Poputtek (toon0008)
2024-07-09 02:15:38,0,7,New character born: Skidibiddy (toon0052) (Skibidi) - Parents: Skibidoop (toon0011) and Skibberdap (toon0023)
2024-07-09 02:15:38,0,7,New character born: Derplis (toon0053) (Morfigo) - Parents: Plingerblox (toon0013) and Plombing (toon0020)
2024-07-09 02:15:38,0,7,New character born: Skibberdoodle (toon0054) (Skibidi) - Parents: Skibberdap (toon0023) and Skibidoop (toon0011)
2024-07-09 02:15:38,0,8,New character born: Skibadab (toon0055) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:38,0,8,New character born: Noffysnort (toon0056) (Noffinoffs) - Parents: Noffiswiggle (toon0003) and Chucklenip (toon0024)
2024-07-09 02:15:38,0,8,New character born: Tektah (toon0057) (Poputah) - Parents: Tekbot (toon0009) and Tekpot (toon0006)
2024-07-09 02:15:38,0,9,New character born: Chucklenip (toon0058) (Noffinoffs) - Parents: Noffiswiggle (toon0003) and Chucklenip (toon0024)
2024-07-09 02:15:38,0,9,New character born: Skibadiddle (toon0059) (Skibidi) - Parents: Skibidoop (toon0011) and Skibberdap (toon0023)
2024-07-09 02:15:38,0,9,New character born: Plingerflips (toon0060) (Morfigo) - Parents: Dernplogs (toon0016) and Blixber (toon0021)
2024-07-09 02:15:38,0,10,New character born: Skibiddap (toon0061) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:38,0,10,New character born: Tahnobot (toon0062) (Poputah) - Parents: Cybtah (toon0002) and Poputtek (toon0008)
2024-07-09 02:15:38,0,10,New character born: Emoblaze (toon0063) (Konforme) - Parents: Emoblaze (toon0004) and Shadowfury (toon0019)
2024-07-09 02:15:38,0,10,New character born: Putcybtek (toon0064) (Poputah) - Parents: Tekbot (toon0009) and Tekpot (toon0006)
2024-07-09 02:15:38,0,10,New character born: Metalwhisper (toon0065) (Konforme) - Parents: Shadowfury (toon0019) and Emoblaze (toon0004)
2024-07-09 02:15:38,0,10,New character born: Plingerblox (toon0066) (Morfigo) - Parents: Blixber (toon0021) and Dernplogs (toon0016)
2024-07-09 02:15:39,0,11,New character born: Noffibooze (toon0067) (Noffinoffs) - Parents: Noffiswiggle (toon0003) and Chucklenip (toon0024)
2024-07-09 02:15:39,0,11,New character born: Mechput (toon0068) (Poputah) - Parents: Tekbot (toon0009) and Tekpot (toon0006)
2024-07-09 02:15:39,0,11,New character born: Blingplis (toon0069) (Morfigo) - Parents: Plingerblox (toon0013) and Plombing (toon0020)
2024-07-09 02:15:39,0,11,New character born: Metalfury (toon0070) (Konforme) - Parents: Shadowfury (toon0019) and Emoblaze (toon0004)
2024-07-09 02:15:39,0,11,New character born: Blixber (toon0071) (Morfigo) - Parents: Plombing (toon0020) and Plingerblox (toon0013)
2024-07-09 02:15:39,0,11,New character born: Derpins (toon0072) (Morfigo) - Parents: Blixber (toon0021) and Dernplogs (toon0016)
2024-07-09 02:15:39,0,11,New character born: Skibdiddle (toon0073) (Skibidi) - Parents: Skibberdap (toon0023) and Skibidoop (toon0011)
2024-07-09 02:15:39,0,11,New character born: Noffifizz (toon0074) (Noffinoffs) - Parents: Chucklenip (toon0024) and Noffiswiggle (toon0003)
2024-07-09 02:15:39,0,12,New character born: Skibiddydo (toon0075) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:39,0,12,New character born: Skibidoop (toon0076) (Skibidi) - Parents: Skibbitybop (toon0015) and Skibberdoodle (toon0017)
2024-07-09 02:15:39,0,12,New character born: Skibadab (toon0077) (Skibidi) - Parents: Skibberdap (toon0023) and Skibidoop (toon0011)
2024-07-09 02:15:39,1,1,Death Announcement: Grimbane (toon0035) (Konforme) has died at age 1 due to Pneumonia.
2024-07-09 02:15:39,1,1,Death Announcement: Derpling (toon0037) (Morfigo) has died at age 1 due to Pneumonia.
2024-07-09 02:15:39,1,1,Death Announcement: Tekpot (toon0048) (Poputah) has died at age 1 due to Pneumonia.
2024-07-09 02:15:39,1,1,Death Announcement: Botput (toon0050) (Poputah) has died at age 1 due to Pneumonia.
2024-07-09 02:15:39,1,1,Death Announcement: Skibadab (toon0055) (Skibidi) has died at age 1 due to Pneumonia.
2024-07-09 02:15:39,1,1,New character born: Skibberdab (toon0078) (Skibidi) - Parents: Skibididap (toon0001) and Skibopdop (toon0012)
2024-07-09 02:15:39,1,1,New character born: Skibiddap (toon0079) (Skibidi) - Parents: Skibopdop (toon0012) and Skibididap (toon0001)
2024-07-09 02:15:39,1,1,New character born: Plingplox (toon0080) (Morfigo) - Parents: Plombing (toon0020) and Plingerblox (toon0013)
2024-07-09 02:15:39,1,1,New character born: Morberblips (toon0081) (Morfigo) - Parents: Blixber (toon0021) and Dernplogs (toon0016)
2024-07-09 02:15:39,1,2,New character born: Skibadum (toon0082) (Skibidi) - Parents: Skibbitybop (toon0015) and Skibberdoodle (toon0017)
